names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Ifi44,6.0290666,,1.6490913454451752e-09,3.970827934246536e-09,1.0,1.0
Prrx1,5.9781938,,2.256249733625058e-09,5.41456671453837e-09,1.0,1.0
Kcnj10,5.893753,,3.775213478430989e-09,9.016564252397677e-09,1.0,1.0
Cd34,5.8874946,-0.9603381,3.92093866576473e-09,9.355681106205071e-09,1.0,1.0
C7,5.8381047,-1.3408577,5.279803527494729e-09,1.2580055430099293e-08,1.0,1.0
Slit2,5.8145742,-2.3393795,6.07883855268973e-09,1.4463244199032695e-08,1.0,1.0
Mef2d,5.8026037,,6.5293019739336434e-09,1.550554349217828e-08,1.0,1.0
Il2ra,5.7996397,,6.645762474855131e-09,1.576715021285535e-08,1.0,1.0
Mboat1,5.773801,-1.1131165,7.75030043998104e-09,1.8352887418422463e-08,1.0,1.0
Aldh1a2,5.7614937,,8.337281794858542e-09,1.9733537903102536e-08,1.0,1.0
Cd79b,5.737907,-0.7050165,9.58536616073521e-09,2.2666198866622797e-08,1.0,1.0
Zfyve9,5.6422806,,1.6781231312998233e-08,3.9551244798902616e-08,1.0,1.0
C2,5.6296244,,1.8060243925787522e-08,4.254568521999639e-08,1.0,1.0
Etv6,5.59049,2.1666641,2.2642979170989465e-08,5.319134384325353e-08,1.0,1.0
Tln1,5.545718,2.893322,2.9274963697061126e-08,6.864190551170399e-08,1.0,1.0
Spsb1,5.5227456,,3.337424311940013e-08,7.814380779032604e-08,1.0,1.0
Grb10,5.5144277,-0.7839644,3.499171130514277e-08,8.1892710048408e-08,1.0,1.0
Gas1,5.5056705,-3.6914055,3.677659808295577e-08,8.602974299218532e-08,1.0,1.0
Stat4,5.5034714,,3.7238491145554314e-08,8.706954071678883e-08,1.0,1.0
Ifnlr1,5.4298496,,5.640163110674866e-08,1.311409964330626e-07,1.0,1.0
Gimap4,5.425029,-0.5434655,5.7945166861958535e-08,1.3466736551112557e-07,1.0,1.0
Cavin1,5.4159756,-0.77753097,6.095545631268223e-08,1.4153201034382524e-07,1.0,1.0
Il6ra,5.37445,1.3534306,7.681670537911061e-08,1.776186730382576e-07,1.0,1.0
H2afy,5.370074,2.7692404,7.870438787806484e-08,1.8189943015585992e-07,1.0,1.0
Ogt,5.3589005,,8.372990658123429e-08,1.9324661703349877e-07,1.0,1.0
Ndrg2,5.2848186,-1.6393206,1.2582939692683792e-07,2.89344033539619e-07,1.0,1.0
Cmah,5.2515693,-4.2569575,1.5080861621763765e-07,3.464653202319844e-07,1.0,1.0
Zfhx3,5.250815,-5.00972,1.5142778736918428e-07,3.477282126468516e-07,1.0,1.0
Arid3b,5.225132,,1.7403088520805491e-07,3.989004630730416e-07,1.0,1.0
Gem,5.1822867,-1.2725887,2.191818790121314e-07,5.0124462600947e-07,1.0,1.0
Ccr9,5.159333,,2.478308710981441e-07,5.659860131009623e-07,1.0,1.0
Nrep,5.1480813,-1.8586932,2.631641765378734e-07,6.004557282354577e-07,1.0,1.0
Myo1c,5.1074233,-5.6130633,3.265818063893823e-07,7.434599921715543e-07,1.0,1.0
Tcf7,5.0773273,-0.7111673,3.8278162005244197e-07,8.698160644496253e-07,1.0,1.0
Mtmr12,5.057511,,4.247639361205295e-07,9.625931481300907e-07,1.0,1.0
S1pr1,5.024904,-0.17363772,5.036855953816429e-07,1.1398960626042062e-06,1.0,1.0
Il1r1,5.0031166,-1.6003437,5.641077130304509e-07,1.275484738676801e-06,1.0,1.0
Itgb3,4.9998007,,5.7389592220159e-07,1.2970306936980404e-06,1.0,1.0
Nox4,4.9778547,-1.2837795,6.429283629321392e-07,1.450427843550378e-06,1.0,1.0
Timp1,4.962891,,6.94515319908881e-07,1.5661007619206569e-06,1.0,1.0
Nedd4l,4.9583325,-0.4517986,7.110086173402371e-07,1.6018492972120734e-06,1.0,1.0
Mmp13,4.9325824,,8.114945275483982e-07,1.8249513049897939e-06,1.0,1.0
C1qtnf5,4.901918,,9.490550800828933e-07,2.1323921592885834e-06,1.0,1.0
Abi3bp,4.896517,-0.7735042,9.75502394480052e-07,2.1869077414989433e-06,1.0,1.0
Ifnar2,4.8835874,,1.0417300542149078e-06,2.3312027945461905e-06,1.0,1.0
Cd79a,4.8639884,-0.65990734,1.1504375353766994e-06,2.5687289483031925e-06,1.0,1.0
Hdac9,4.83369,,1.3402521061480192e-06,2.9885532487202604e-06,1.0,1.0
Vstm4,4.807319,-1.1151506,1.5296759612528987e-06,3.4018471177396765e-06,1.0,1.0
Pianp,4.790826,,1.6609637002698875e-06,3.690538962960966e-06,1.0,1.0
Ptch1,4.778566,-1.3843424,1.765498058357176e-06,3.919327396956108e-06,1.0,1.0
Cd300ld,4.769136,1.643225,1.8501792880121394e-06,4.103676347270168e-06,1.0,1.0
Nid2,4.760329,,1.932776528627476e-06,4.284977547523979e-06,1.0,1.0
Enah,4.7549157,-0.8558549,1.9852942664263096e-06,4.393626479986784e-06,1.0,1.0
Map3k15,4.696896,,2.6414461307631687e-06,5.822580066314585e-06,1.0,1.0
Kdm2b,4.694572,,2.671656255451532e-06,5.88399085560509e-06,1.0,1.0
Mzb1,4.655431,-0.8044069,3.2330402982445275e-06,7.107861103650464e-06,1.0,1.0
Clk1,4.6540275,,3.255133496590647e-06,7.153291608398937e-06,1.0,1.0
Slc14a1,4.6220407,,3.7998344857550906e-06,8.339312334804903e-06,1.0,1.0
Stim2,4.601031,-2.7658925,4.204051126415742e-06,9.202221223802887e-06,1.0,1.0
Hpse,4.597389,,4.278176356935226e-06,9.352205608217355e-06,1.0,1.0
Adgrg6,4.563009,-0.8155591,5.042572362328263e-06,1.0999179627806223e-05,1.0,1.0
Ntn1,4.5595107,-0.6907616,5.127298888227335e-06,1.1179119440098451e-05,1.0,1.0
Gfpt2,4.5490637,-4.2499185,5.388518841968447e-06,1.172822840125828e-05,1.0,1.0
Trpv4,4.5308733,,5.8740338152171805e-06,1.277940603171543e-05,1.0,1.0
Sema3d,4.506092,-2.3840792,6.603247725632481e-06,1.434716063998099e-05,1.0,1.0
Cd177,4.4866385,-1.6010513,7.235570773888602e-06,1.5693789988772248e-05,1.0,1.0
Ddr1,4.4851484,-0.7710528,7.286312357006044e-06,1.579700288400704e-05,1.0,1.0
Hfe,4.4661403,4.593503,7.964333656793792e-06,1.7252035606192006e-05,1.0,1.0
C6,4.4584217,-0.4130841,8.256542923802663e-06,1.7877272437956802e-05,1.0,1.0
Mef2a,4.444021,2.7247088,8.829286200436819e-06,1.9084372504052986e-05,1.0,1.0
Hoxb4,4.441374,-1.4459014,8.93863344317971e-06,1.9304054795753936e-05,1.0,1.0
Csf3r,4.4163823,5.917336,1.0036643472099894e-05,2.1638000525982803e-05,1.0,1.0
Wnt5a,4.3463836,-3.2915227,1.3840037958578714e-05,2.9735291854354095e-05,1.0,1.0
Fut4,4.3259034,,1.519078972746926e-05,3.259541079113207e-05,1.0,1.0
Map3k1,4.3130875,,1.6099044344312242e-05,3.4529484142085296e-05,1.0,1.0
Hrh1,4.289964,,1.7870189036589967e-05,3.822998560562794e-05,1.0,1.0
Carmil1,4.275,-0.53350735,1.911370610205793e-05,4.087279485130372e-05,1.0,1.0
Plxnd1,4.2668614,,1.9824230085976376e-05,4.23740801923133e-05,1.0,1.0
Lpar5,4.250624,1.9382335,2.1317549819248536e-05,4.5546587449918124e-05,1.0,1.0
Nlgn2,4.240433,-0.89218676,2.2308871193544694e-05,4.760366973353996e-05,1.0,1.0
Osr1,4.2098365,-7.029525,2.555557129199202e-05,5.4461979517970226e-05,1.0,1.0
Dbnl,4.1940303,2.9992955,2.7404111544429916e-05,5.8351757716467956e-05,1.0,1.0
Gria3,4.155787,-3.894275,3.2416991491427774e-05,6.887922725215935e-05,1.0,1.0
Foxp1,4.154106,-1.091884,3.265614211887705e-05,6.932851884949047e-05,1.0,1.0
Tbx5,4.1257567,-0.52423596,3.6951732060472265e-05,7.831514423993401e-05,1.0,1.0
Fmod,4.11878,,3.808829681530804e-05,8.065567422057193e-05,1.0,1.0
Rsrp1,4.114536,1.7221502,3.879595432255135e-05,8.211947033348503e-05,1.0,1.0
Galnt15,4.105808,-1.4858005,4.0290453856665e-05,8.524683516756762e-05,1.0,1.0
Dnm1,4.089834,-1.531667,4.3168119353880516e-05,9.118126813735269e-05,1.0,1.0
Cblb,4.0875545,,4.3594447353868104e-05,9.200413299049905e-05,1.0,1.0
Fstl1,4.061374,-0.6988277,4.8784713533383175e-05,0.00010278462792429131,1.0,1.0
Synpo2,4.030821,-3.2192605,5.558241715469162e-05,0.00011700823392615064,1.0,1.0
F2r,4.02219,-0.51000684,5.7659506172591436e-05,0.00012127877642856837,1.0,1.0
Postn,3.970063,-0.52488106,7.185367166731708e-05,0.00015050187463037208,1.0,1.0
Meox2,3.964546,-2.5686991,7.353579973408938e-05,0.00015389641031306498,1.0,1.0
Robo2,3.955939,-1.8485534,7.623456332934764e-05,0.00015934456118025646,1.0,1.0
Il18rap,3.9206445,-1.3609037,8.831242929316924e-05,0.00018405163240699634,1.0,1.0
Cd3g,3.87423,-0.91259843,0.00010696243382392536,0.00022236459456917375,1.0,1.0
Map1b,3.8694463,-1.0270767,0.00010908278648447708,0.0002266784678876265,1.0,1.0
Jag2,3.8634055,-0.5412269,0.00011181721025837582,0.0002321679612415717,1.0,1.0
Dlg4,3.8501208,-1.5676547,0.00011805958477450787,0.00024472309788040844,1.0,1.0
Ngfr,3.843038,,0.00012152055828171009,0.000251688835233033,1.0,1.0
Havcr1,3.8389935,,0.00012353966853844914,0.0002557649217135965,1.0,1.0
Prr5,3.8279545,-2.3849137,0.00012921262798616895,0.00026717819731464755,1.0,1.0
Ednra,3.7860148,-0.73956126,0.00015308252973440353,0.000315752428450937,1.0,1.0
Ednrb,3.770177,-0.9229941,0.0001631318172496018,0.0003359267285691101,1.0,1.0
Asap2,3.7630649,-0.78837687,0.0001678437013874476,0.00034530702003869227,1.0,1.0
Myh11,3.7526605,-0.68462276,0.0001749677192957524,0.0003597077629546351,1.0,1.0
Egfr,3.7261684,-1.6753235,0.00019441252412078208,0.00039919158972462473,1.0,1.0
Rhoj,3.7036974,-0.6613295,0.00021247968290856402,0.0004357530899796278,1.0,1.0
Lum,3.700706,-6.8314714,0.00021500041751408374,0.00044074205162797017,1.0,1.0
Abcb1b,3.6984427,5.5301523,0.00021692624742447654,0.0004445078979152393,1.0,1.0
Fli1,3.6936789,5.102256,0.00022103292869263006,0.0004523674738492666,1.0,1.0
Mprip,3.6849666,-0.48992524,0.00022873256298161696,0.0004679342910854003,1.0,1.0
Heyl,3.6761734,-2.0600617,0.0002367584749734281,0.0004841556069105315,1.0,1.0
Bmp1,3.670154,-0.15368001,0.0002424042795255278,0.000495094175154954,1.0,1.0
Hps5,3.6686969,,0.00024378982698746953,0.000497720992617974,1.0,1.0
Kitl,3.6675875,-0.49234796,0.00024484981923648204,0.0004996812862200689,1.0,1.0
Flt3l,3.66628,-1.8357806,0.0002461044704214711,0.0005018325779755131,1.0,1.0
Abcc9,3.6561124,,0.00025606919110557867,0.0005213023060896815,1.0,1.0
Tigit,3.6498923,,0.0002623501659777157,0.000533871923123758,1.0,1.0
Patz1,3.6467614,-2.0037177,0.0002655662991095968,0.0005399776171172387,1.0,1.0
Tnfrsf4,3.6404798,,0.00027213043172880113,0.0005528753819944718,1.0,1.0
Lamb2,3.59455,-0.2232301,0.00032495297523991496,0.0006577899692887239,1.0,1.0
Loxl1,3.5809946,,0.0003422887307809488,0.0006909263654392861,1.0,1.0
P3h3,3.5634491,,0.00036601364880918335,0.0007382209210067573,1.0,1.0
Smo,3.534357,-1.1716597,0.00040876851852995975,0.0008231275960422279,1.0,1.0
Setbp1,3.5334685,-1.0265757,0.0004101449902712581,0.0008255672783666739,1.0,1.0
Ptchd1,3.5226064,,0.0004273255248628407,0.0008584235864620306,1.0,1.0
Fgf2,3.5175347,-2.1997266,0.00043557519132922954,0.0008742940688829683,1.0,1.0
Icos,3.5128372,-2.55596,0.00044334903317586657,0.0008891847997108927,1.0,1.0
Kcnj8,3.507374,-5.146293,0.00045255260235983513,0.0009069168644568994,1.0,1.0
Col23a1,3.4990957,-0.857745,0.0004668391500459267,0.0009344249440743339,1.0,1.0
Vegfd,3.492596,-0.65892214,0.00047834972656798534,0.0009563173846642711,1.0,1.0
Traf3ip2,3.4652033,-0.70766824,0.0005298308984516637,0.0010575492335123718,1.0,1.0
Tubb2b,3.4277534,,0.0006085977382221721,0.0012142846861459518,1.0,1.0
Rfx3,3.4143643,-1.7516313,0.0006393103918840258,0.001275054909072284,1.0,1.0
Cd3d,3.3778684,-0.8605187,0.0007304999740708216,0.0014534510612871751,1.0,1.0
Pml,3.3617454,,0.000774514997130425,0.0015391909788149691,1.0,1.0
Wnt11,3.3471498,-2.2153196,0.0008164702937139678,0.0016206384973561155,1.0,1.0
Dusp6,3.3391824,-1.7588066,0.0008402535496439976,0.001666525067162382,1.0,1.0
Gpr4,3.3118618,,0.0009267736361439358,0.001836670159357301,1.0,1.0
Cacnb1,3.2805758,,0.0010359547628432592,0.0020489883614355415,1.0,1.0
Plvap,3.2573779,-0.29343104,0.0011244661785820892,0.0022214197671594073,1.0,1.0
Hap1,3.2568111,-1.2358134,0.0011267132822121535,0.002224980943098241,1.0,1.0
Tjp3,3.2459912,-0.93597347,0.00117042397112892,0.0023076575027457164,1.0,1.0
Bid,3.2388155,5.7863183,0.0012002713382207929,0.0023655741413910586,1.0,1.0
Lpar1,3.233133,,0.0012244054591469221,0.0024121895822469468,1.0,1.0
Tgfb1i1,3.229975,-0.6784364,0.0012380108307967477,0.0024370751942463698,1.0,1.0
Casp12,3.226822,-1.4369892,0.0012517337730840923,0.0024621529540506744,1.0,1.0
Prkce,3.2227893,-0.7633384,0.0012694891279399255,0.002496096847787615,1.0,1.0
Il2rb,3.2213259,-0.68182963,0.0012759893297208471,0.0025069083926933127,1.0,1.0
Hlf,3.2111099,-1.1143789,0.0013222334630875294,0.0025967441020855915,1.0,1.0
Foxp4,3.191953,-0.61577785,0.0014131440469973985,0.002770935800732071,1.0,1.0
Ly6i,3.1898296,-9.939542,0.001423566647142972,0.0027902798103358333,1.0,1.0
Itsn1,3.1734896,3.2006176,0.0015061833442928162,0.002949903686044538,1.0,1.0
Cd248,3.1711884,-2.049684,0.001518167101028669,0.002972211383554758,1.0,1.0
Il12b,3.1526525,,0.0016179428692269932,0.0031626013289146144,1.0,1.0
Esyt3,3.1488566,-2.3595834,0.0016391053882295955,0.00320271724179444,1.0,1.0
Kirrel,3.1411452,-0.93076897,0.0016828858845047948,0.003285696855628316,1.0,1.0
Hspg2,3.136957,-0.4510906,0.001707111761971858,0.0033291006935843876,1.0,1.0
Cd3e,3.1354897,-0.78488815,0.0017156749689429226,0.003343195365717505,1.0,1.0
Ssbp2,3.1190302,-1.5458391,0.0018144738314888767,0.0035315925351606984,1.0,1.0
Ccl11,3.102528,,0.0019187526072912133,0.0037258632863071423,1.0,1.0
Stk38l,3.0193605,,0.0025330884561745428,0.004897891391120031,1.0,1.0
Lats2,3.0107238,-3.4847095,0.002606258180934452,0.005031596009933617,1.0,1.0
Met,3.0001905,-0.30607426,0.0026981072390504794,0.00520691011514522,1.0,1.0
Snai1,2.9919777,-1.1202854,0.0027717648842953994,0.005344936444831575,1.0,1.0
Pou2af1,2.9771798,-0.64512986,0.0029091343524481937,0.005599049045888373,1.0,1.0
Oasl2,2.9650898,-3.281843,0.0030259465983626106,0.005817161548157922,1.0,1.0
Limd1,2.9644463,,0.003032282056156985,0.005827103252637953,1.0,1.0
Ramp3,2.946528,,0.0032136329894839792,0.006168499518925154,1.0,1.0
Igf2r,2.9442236,-1.0099697,0.0032376590384034978,0.0062098548453057125,1.0,1.0
Vcan,2.9243062,,0.003452250444713686,0.006606256011558375,1.0,1.0
Gucy1a1,2.8789778,-0.32608578,0.003989665819047878,0.007602690175163181,1.0,1.0
Mdk,2.7901132,-0.34773576,0.005268962384626165,0.009994856270344292,1.0,1.0
Tmem173,2.774733,1.9279684,0.005524705125946576,0.01045225769481805,1.0,1.0
Tnfrsf9,2.7664707,,0.0056666684956607595,0.010712742631902477,1.0,1.0
Lck,2.763584,-0.60676587,0.005717040144224327,0.010803889377873532,1.0,1.0
Medag,2.7557306,-2.2143989,0.005856121793384817,0.011058372575512784,1.0,1.0
Gpsm1,2.748199,-0.81998414,0.00599236220655851,0.011294339309499963,1.0,1.0
Alpl,2.7328677,-1.8246171,0.0062785529445411456,0.011829294708458027,1.0,1.0
Nes,2.7240157,-0.68494844,0.0064493423054039906,0.012146503980757102,1.0,1.0
Gata5,2.7103534,-1.3919249,0.006721155013800226,0.012639407212277961,1.0,1.0
Ryk,2.7080824,-0.45351073,0.0067673193827633435,0.012716666978270756,1.0,1.0
Bace2,2.7057335,-1.5670877,0.006815372249987991,0.01280215890560596,1.0,1.0
Col4a1,2.7052329,-0.3736734,0.006825653223433993,0.012816661679111241,1.0,1.0
Myb,2.6987553,-1.367195,0.006959934864523949,0.013063904736335542,1.0,1.0
Ptk2,2.691382,-0.47869903,0.007115665812112227,0.013346205715786364,1.0,1.0
Pla2r1,2.6849496,-0.4460048,0.007254075801053212,0.013595620913542635,1.0,1.0
Cdkn2c,2.6801522,,0.007358872019943173,0.013786868761914492,1.0,1.0
Srebf2,2.663829,4.8508034,0.007725682842374769,0.01446867501269289,1.0,1.0
Bmp5,2.6592515,-0.5047989,0.007831447077714899,0.014655784699454498,1.0,1.0
Ccl24,2.6563506,,0.007899142933395041,0.014776946758062622,1.0,1.0
Usp18,2.6371236,,0.00836123581174301,0.015618039728949816,1.0,1.0
Mcub,2.5941808,1.5803635,0.009481658037377643,0.017638491317395942,1.0,1.0
Akt3,2.564783,,0.01032403151703443,0.01917349709755149,1.0,1.0
Mmrn1,2.5598211,-1.4820873,0.010472607380710493,0.01943138344990242,1.0,1.0
Plppr4,2.5572674,,0.010549805600603942,0.019567368224017535,1.0,1.0
Gnao1,2.553547,-0.5679357,0.01066319496898602,0.01977035333879408,1.0,1.0
Cst7,2.547775,,0.010841239368934299,0.020093018985888597,1.0,1.0
Scn4b,2.5106583,,0.012050626042465708,0.022301454332193472,1.0,1.0
Bnc2,2.4946892,-2.6747124,0.012606745180261253,0.023296185445695027,1.0,1.0
Flt4,2.4879723,-0.5311678,0.012847379347319924,0.02373209631464337,1.0,1.0
Tlr12,2.4763322,,0.01327400325204783,0.024466001575755313,1.0,1.0
Irf1,2.4647713,,0.013710075715883854,0.02523258788004212,1.0,1.0
Afap1l2,2.458217,-0.8646042,0.013962884797326455,0.025678986515582748,1.0,1.0
Ar,2.4560025,-1.2220107,0.01404922214201263,0.025822308736502916,1.0,1.0
Mmp3,2.4535217,,0.014146496633844789,0.02598802280698239,1.0,1.0
Fgf7,2.4427116,-2.0456307,0.014577380146125207,0.02675994316520087,1.0,1.0
Rarg,2.4347475,-1.6503311,0.014902184735377317,0.027346164510740047,1.0,1.0
Jak3,2.4303086,-3.12566,0.015085974430560648,0.02767328252084522,1.0,1.0
Itgb8,2.4209075,,0.015481811750836714,0.028378597445876452,1.0,1.0
Smoc2,2.4136665,-3.3608372,0.0157929082228482,0.028927661384404717,1.0,1.0
Adamts6,2.401401,,0.016332424359520765,0.02988308345897696,1.0,1.0
Col13a1,2.3685846,-0.59599745,0.01785629133109522,0.03263548536088451,1.0,1.0
Camk4,2.362369,,0.01815855141782091,0.03317580598452974,1.0,1.0
Vangl2,2.3502955,-1.9214039,0.018758505723083924,0.03423444391168725,1.0,1.0
Vegfc,2.337604,-1.1396796,0.019407795102269847,0.03536782755076916,1.0,1.0
Eno2,2.331455,,0.019729378809334105,0.03593306100753695,1.0,1.0
Vldlr,2.3313992,-0.63599,0.019732318160151634,0.03593306100753695,1.0,1.0
Cyp7b1,2.3247738,-2.8702145,0.020084053842025912,0.03654699146971345,1.0,1.0
Mllt6,2.3243983,-2.4658408,0.02010415494191489,0.03657027603169547,1.0,1.0
Boc,2.323993,-1.2075316,0.020125869591844765,0.036596477724945474,1.0,1.0
Mmp28,2.3222525,-1.2333843,0.020219342178258614,0.036753096203472266,1.0,1.0
Cxcl10,2.303757,,0.021236297310319424,0.038531679715643,1.0,1.0
Il33,2.3033755,-0.41557023,0.021257725244834297,0.03855658426653641,1.0,1.0
Tnc,2.3006434,-1.1208234,0.021411786711902903,0.03882195011944438,1.0,1.0
Fbln2,2.2919846,-1.6247283,0.021906537812457605,0.03967587854166526,1.0,1.0
Ptger4,2.2717931,1.3774694,0.023099006591578555,0.04168479704305777,1.0,1.0
Jph2,2.2715342,-1.475006,0.02311465302260118,0.04169800109230324,1.0,1.0
Cd8a,2.2301652,-1.5179986,0.025736474139917736,0.046310851741347296,1.0,1.0
Bace1,2.228056,-0.7839173,0.02587677631707273,0.04654658363035073,1.0,1.0
Meox1,2.2219446,-1.2548307,0.026287044486607885,0.04725060850985963,1.0,1.0
Id4,2.2165978,-1.2774823,0.026650587883069874,0.0478696960684061,1.0,1.0
Acot6,2.206804,,0.027327751138009324,0.04901566542345922,1.0,1.0
Sdc2,2.1950262,-0.68934125,0.028161716340603563,0.05047531399966396,1.0,1.0
Notch3,2.1908643,-0.3003113,0.028461604357128207,0.050994556697130926,1.0,1.0
Ms4a1,2.1814215,-0.5224502,0.029152256100700002,0.052175972127316485,1.0,1.0
Sept5,2.1726358,-1.9903537,0.02980773292051642,0.05331100785998756,1.0,1.0
Sgcd,2.168888,-1.6376592,0.030091180605090594,0.05376033194471218,1.0,1.0
Dock2,2.1600156,0.89282477,0.030771456697823274,0.054936487956242265,1.0,1.0
Itpr3,2.1595776,-0.47894442,0.030805386875638115,0.05497745693384828,1.0,1.0
Hk1,2.158352,-3.7187479,0.03090048145296474,0.055127516091782416,1.0,1.0
Actc1,2.1490746,-0.61772275,0.03162849239955739,0.05638612284621947,1.0,1.0
Plk2,2.12655,-0.5527437,0.03345748765751483,0.05956194282130841,1.0,1.0
Cacna2d1,2.1219814,-0.7578664,0.03383929538611066,0.06019883180627931,1.0,1.0
Fam20a,2.104542,-0.8897083,0.035331203660297524,0.0627191508948402,1.0,1.0
Espl1,2.0894816,1.7113595,0.03666439607942555,0.06503967639036297,1.0,1.0
Polb,2.0857534,,0.0370009634164191,0.06559023472471459,1.0,1.0
Bmp3,2.07999,-0.7040708,0.0375264551326444,0.06649820686513908,1.0,1.0
Cbx7,2.0766275,-0.6064837,0.037835957187655006,0.06699922238464837,1.0,1.0
Neo1,2.067614,-0.741434,0.038676322594721625,0.06836640921934196,1.0,1.0
Etv1,2.0650709,-0.7422714,0.03891628448862759,0.06876629726440867,1.0,1.0
Dkk2,2.0541606,,0.039960160880150156,0.07051130256116732,1.0,1.0
Kdr,2.047821,-0.30272084,0.040577542832182116,0.0715754684347793,1.0,1.0
Hes1,2.023991,-0.27947983,0.04297106273603935,0.07561094553835254,1.0,1.0
Sox18,2.0141041,-0.28459278,0.043998593096938404,0.07733741469216068,1.0,1.0
Cxcr6,2.0138373,-1.621917,0.04402661159281234,0.07735950074890087,1.0,1.0
Adgrl1,2.0091836,-0.36187208,0.044517667421829256,0.07816746513983769,1.0,1.0
Tns2,2.002351,-0.24848755,0.04524698889055577,0.07942020560523218,1.0,1.0
Thbs2,2.0002968,,0.04546821394476141,0.07978053943479692,1.0,1.0
Trim2,1.9903638,-0.6238448,0.046550874209659414,0.08165160346655748,1.0,1.0
Nrcam,1.9743063,,0.04834692384012424,0.08471288090432691,1.0,1.0
Adcy2,1.9730477,-0.7824052,0.04849012804671513,0.08493407312871096,1.0,1.0
Ank1,1.9698105,,0.048860093958633,0.08555216171980301,1.0,1.0
Sinhcaf,1.9628062,-1.1448187,0.049668694968566324,0.08693758287155351,1.0,1.0
Grm8,1.9583577,,0.05018805270011059,0.08778525220711167,1.0,1.0
Zdhhc2,1.9444627,,0.05183969083625712,0.09050029036376091,1.0,1.0
Gpc4,1.9202919,-0.4212074,0.05482103970285593,0.09558834021333919,1.0,1.0
Adamts5,1.9196754,-1.194595,0.05489892480904073,0.09569081392550761,1.0,1.0
Casp3,1.8992807,,0.057527576499715016,0.10013318774602689,1.0,1.0
S1pr3,1.8963548,-0.7149458,0.05791314600634811,0.1007692766450395,1.0,1.0
Tnfrsf18,1.8915193,,0.058555062610561315,0.10184902027685269,1.0,1.0
Cadm3,1.8913177,,0.05858194115123647,0.10184902027685269,1.0,1.0
Fgf10,1.8843137,-2.7464209,0.059522559680371026,0.10335412201177153,1.0,1.0
Gpc6,1.8809712,-1.317943,0.05997583391942496,0.10410507094335691,1.0,1.0
Pias3,1.878822,,0.060268809435295244,0.10457735183122635,1.0,1.0
Actg2,1.8403918,-0.6731269,0.06571074478468023,0.11374411770128258,1.0,1.0
Cd6,1.8181895,-0.7377268,0.06903517196493009,0.11918210597028699,1.0,1.0
Mturn,1.8034694,-1.652622,0.07131451696880986,0.12289172872490953,1.0,1.0
Hoxb3,1.7994463,-0.7818276,0.07194810416821046,0.12394088419341417,1.0,1.0
Ank2,1.7937014,2.73938,0.07286083301591492,0.12546915706716685,1.0,1.0
Snai2,1.7935476,-0.70946556,0.07288539927113888,0.12546915706716685,1.0,1.0
Nkd2,1.790048,-1.0757426,0.0734461926399371,0.1263910760933397,1.0,1.0
Kcnk10,1.7888149,,0.07364463885594588,0.1266890247810533,1.0,1.0
Cd8b1,1.7793972,-1.0419441,0.07517465774765522,0.12914356097623955,1.0,1.0
Kdm6b,1.773929,,0.07607490483325913,0.13064527396065015,1.0,1.0
Robo1,1.762509,-1.0758559,0.07798334817616244,0.13360186207045488,1.0,1.0
Jam2,1.7506714,-0.41407135,0.08000253712008334,0.13687378702089448,1.0,1.0
Upk3b,1.7378262,-1.2584274,0.08224144196861664,0.14046423012449502,1.0,1.0
Zap70,1.7234136,-0.94802535,0.08481376142913194,0.14466020092478177,1.0,1.0
Angpt1,1.713064,-0.7467163,0.08670077219933413,0.1478283602281562,1.0,1.0
Pth1r,1.7117327,-3.5653641,0.08694592311249683,0.14819587711990437,1.0,1.0
Carns1,1.7026907,-1.385031,0.08862595765439316,0.15100801362079377,1.0,1.0
Zfpm2,1.702516,-3.1199305,0.0886586952152193,0.15101239477624628,1.0,1.0
Cyp1b1,1.6773673,-0.46351627,0.09347067221198781,0.15888427337630254,1.0,1.0
Ctla4,1.6298885,-1.2026168,0.10312505639441458,0.1748794147393087,1.0,1.0
Lrp5,1.600965,-0.6707843,0.10938465312022812,0.18505561795196415,1.0,1.0
Cpt1c,1.5838714,-1.1813881,0.11322300791964754,0.1914199181512177,1.0,1.0
Ccl19,1.5686172,,0.11673717012066777,0.19722790199934623,1.0,1.0
Elavl4,1.565662,,0.11742775878412068,0.1983277194579312,1.0,1.0
Slc12a2,1.5415937,-0.14252974,0.12317236443552804,0.20781963477056062,1.0,1.0
