tumor_barcode,Cellular Neighborhood,count,total,fraction,Genotype
Tumor_135,Malignant 2 (AT2-like) enriched,1098.0,1239,0.8861985472154964,Kras-H3K36M-Setd2KO
Tumor_135,Malignant 1 enriched,3.0,1239,0.002421307506053269,Kras-H3K36M-Setd2KO
Tumor_135,Malignant 1/2 co-enriched,51.0,1239,0.04116222760290557,Kras-H3K36M-Setd2KO
Tumor_135,Large airway,0.0,1239,0.0,Kras-H3K36M-Setd2KO
Tumor_135,Plasma/B/T co-enriched,41.0,1239,0.033091202582728005,Kras-H3K36M-Setd2KO
Tumor_135,Lymphatic endothelial enriched,42.0,1239,0.03389830508474576,Kras-H3K36M-Setd2KO
Tumor_135,Malignant 3 enriched,0.0,1239,0.0,Kras-H3K36M-Setd2KO
Tumor_135,Lung parenchyma,4.0,1239,0.003228410008071025,Kras-H3K36M-Setd2KO
Tumor_135,Pleura,0.0,1239,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Malignant 2 (AT2-like) enriched,25.0,214,0.11682242990654206,Kras-H3K36M-Setd2KO
Tumor_113,Malignant 1 enriched,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Malignant 1/2 co-enriched,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Large airway,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Plasma/B/T co-enriched,139.0,214,0.6495327102803738,Kras-H3K36M-Setd2KO
Tumor_113,Lymphatic endothelial enriched,34.0,214,0.1588785046728972,Kras-H3K36M-Setd2KO
Tumor_113,Malignant 3 enriched,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_113,Lung parenchyma,16.0,214,0.07476635514018691,Kras-H3K36M-Setd2KO
Tumor_113,Pleura,0.0,214,0.0,Kras-H3K36M-Setd2KO
Tumor_2,Malignant 2 (AT2-like) enriched,8211.0,10073,0.8151494093120223,Kras-Ctrl
Tumor_2,Malignant 1 enriched,0.0,10073,0.0,Kras-Ctrl
Tumor_2,Malignant 1/2 co-enriched,0.0,10073,0.0,Kras-Ctrl
Tumor_2,Large airway,0.0,10073,0.0,Kras-Ctrl
Tumor_2,Plasma/B/T co-enriched,1618.0,10073,0.160627419835203,Kras-Ctrl
Tumor_2,Lymphatic endothelial enriched,75.0,10073,0.007445646778516827,Kras-Ctrl
Tumor_2,Malignant 3 enriched,0.0,10073,0.0,Kras-Ctrl
Tumor_2,Lung parenchyma,154.0,10073,0.015288394718554551,Kras-Ctrl
Tumor_2,Pleura,15.0,10073,0.0014891293557033655,Kras-Ctrl
Tumor_18,Malignant 2 (AT2-like) enriched,205.0,377,0.5437665782493368,Kras-Ctrl
Tumor_18,Malignant 1 enriched,0.0,377,0.0,Kras-Ctrl
Tumor_18,Malignant 1/2 co-enriched,0.0,377,0.0,Kras-Ctrl
Tumor_18,Large airway,0.0,377,0.0,Kras-Ctrl
Tumor_18,Plasma/B/T co-enriched,132.0,377,0.35013262599469497,Kras-Ctrl
Tumor_18,Lymphatic endothelial enriched,27.0,377,0.07161803713527852,Kras-Ctrl
Tumor_18,Malignant 3 enriched,0.0,377,0.0,Kras-Ctrl
Tumor_18,Lung parenchyma,13.0,377,0.034482758620689655,Kras-Ctrl
Tumor_18,Pleura,0.0,377,0.0,Kras-Ctrl
Tumor_15,Malignant 2 (AT2-like) enriched,187.0,281,0.6654804270462633,Kras-Ctrl
Tumor_15,Malignant 1 enriched,0.0,281,0.0,Kras-Ctrl
Tumor_15,Malignant 1/2 co-enriched,0.0,281,0.0,Kras-Ctrl
Tumor_15,Large airway,0.0,281,0.0,Kras-Ctrl
Tumor_15,Plasma/B/T co-enriched,11.0,281,0.03914590747330961,Kras-Ctrl
Tumor_15,Lymphatic endothelial enriched,10.0,281,0.03558718861209965,Kras-Ctrl
Tumor_15,Malignant 3 enriched,0.0,281,0.0,Kras-Ctrl
Tumor_15,Lung parenchyma,73.0,281,0.2597864768683274,Kras-Ctrl
Tumor_15,Pleura,0.0,281,0.0,Kras-Ctrl
Tumor_14,Malignant 2 (AT2-like) enriched,139.0,191,0.7277486910994765,Kras-Ctrl
Tumor_14,Malignant 1 enriched,0.0,191,0.0,Kras-Ctrl
Tumor_14,Malignant 1/2 co-enriched,0.0,191,0.0,Kras-Ctrl
Tumor_14,Large airway,0.0,191,0.0,Kras-Ctrl
Tumor_14,Plasma/B/T co-enriched,2.0,191,0.010471204188481676,Kras-Ctrl
Tumor_14,Lymphatic endothelial enriched,23.0,191,0.12041884816753927,Kras-Ctrl
Tumor_14,Malignant 3 enriched,0.0,191,0.0,Kras-Ctrl
Tumor_14,Lung parenchyma,27.0,191,0.14136125654450263,Kras-Ctrl
Tumor_14,Pleura,0.0,191,0.0,Kras-Ctrl
Tumor_17,Malignant 2 (AT2-like) enriched,388.0,470,0.825531914893617,Kras-Ctrl
Tumor_17,Malignant 1 enriched,0.0,470,0.0,Kras-Ctrl
Tumor_17,Malignant 1/2 co-enriched,0.0,470,0.0,Kras-Ctrl
Tumor_17,Large airway,0.0,470,0.0,Kras-Ctrl
Tumor_17,Plasma/B/T co-enriched,43.0,470,0.09148936170212765,Kras-Ctrl
Tumor_17,Lymphatic endothelial enriched,2.0,470,0.00425531914893617,Kras-Ctrl
Tumor_17,Malignant 3 enriched,0.0,470,0.0,Kras-Ctrl
Tumor_17,Lung parenchyma,37.0,470,0.07872340425531915,Kras-Ctrl
Tumor_17,Pleura,0.0,470,0.0,Kras-Ctrl
Tumor_9,Malignant 2 (AT2-like) enriched,173.0,255,0.6784313725490196,Kras-Ctrl
Tumor_9,Malignant 1 enriched,0.0,255,0.0,Kras-Ctrl
Tumor_9,Malignant 1/2 co-enriched,0.0,255,0.0,Kras-Ctrl
Tumor_9,Large airway,0.0,255,0.0,Kras-Ctrl
Tumor_9,Plasma/B/T co-enriched,15.0,255,0.058823529411764705,Kras-Ctrl
Tumor_9,Lymphatic endothelial enriched,0.0,255,0.0,Kras-Ctrl
Tumor_9,Malignant 3 enriched,0.0,255,0.0,Kras-Ctrl
Tumor_9,Lung parenchyma,67.0,255,0.2627450980392157,Kras-Ctrl
Tumor_9,Pleura,0.0,255,0.0,Kras-Ctrl
Tumor_6,Malignant 2 (AT2-like) enriched,13.0,22,0.5909090909090909,Kras-Ctrl
Tumor_6,Malignant 1 enriched,0.0,22,0.0,Kras-Ctrl
Tumor_6,Malignant 1/2 co-enriched,0.0,22,0.0,Kras-Ctrl
Tumor_6,Large airway,0.0,22,0.0,Kras-Ctrl
Tumor_6,Plasma/B/T co-enriched,0.0,22,0.0,Kras-Ctrl
Tumor_6,Lymphatic endothelial enriched,1.0,22,0.045454545454545456,Kras-Ctrl
Tumor_6,Malignant 3 enriched,0.0,22,0.0,Kras-Ctrl
Tumor_6,Lung parenchyma,8.0,22,0.36363636363636365,Kras-Ctrl
Tumor_6,Pleura,0.0,22,0.0,Kras-Ctrl
Tumor_8,Malignant 2 (AT2-like) enriched,644.0,1075,0.5990697674418605,Kras-Ctrl
Tumor_8,Malignant 1 enriched,0.0,1075,0.0,Kras-Ctrl
Tumor_8,Malignant 1/2 co-enriched,0.0,1075,0.0,Kras-Ctrl
Tumor_8,Large airway,9.0,1075,0.008372093023255815,Kras-Ctrl
Tumor_8,Plasma/B/T co-enriched,339.0,1075,0.31534883720930235,Kras-Ctrl
Tumor_8,Lymphatic endothelial enriched,10.0,1075,0.009302325581395349,Kras-Ctrl
Tumor_8,Malignant 3 enriched,0.0,1075,0.0,Kras-Ctrl
Tumor_8,Lung parenchyma,73.0,1075,0.06790697674418604,Kras-Ctrl
Tumor_8,Pleura,0.0,1075,0.0,Kras-Ctrl
Tumor_40,Malignant 2 (AT2-like) enriched,966.0,1225,0.7885714285714286,Kras-Ctrl
Tumor_40,Malignant 1 enriched,0.0,1225,0.0,Kras-Ctrl
Tumor_40,Malignant 1/2 co-enriched,0.0,1225,0.0,Kras-Ctrl
Tumor_40,Large airway,0.0,1225,0.0,Kras-Ctrl
Tumor_40,Plasma/B/T co-enriched,223.0,1225,0.1820408163265306,Kras-Ctrl
Tumor_40,Lymphatic endothelial enriched,8.0,1225,0.006530612244897959,Kras-Ctrl
Tumor_40,Malignant 3 enriched,0.0,1225,0.0,Kras-Ctrl
Tumor_40,Lung parenchyma,28.0,1225,0.022857142857142857,Kras-Ctrl
Tumor_40,Pleura,0.0,1225,0.0,Kras-Ctrl
Tumor_42,Malignant 2 (AT2-like) enriched,952.0,1162,0.8192771084337349,Kras-Ctrl
Tumor_42,Malignant 1 enriched,0.0,1162,0.0,Kras-Ctrl
Tumor_42,Malignant 1/2 co-enriched,0.0,1162,0.0,Kras-Ctrl
Tumor_42,Large airway,0.0,1162,0.0,Kras-Ctrl
Tumor_42,Plasma/B/T co-enriched,191.0,1162,0.16437177280550774,Kras-Ctrl
Tumor_42,Lymphatic endothelial enriched,5.0,1162,0.004302925989672977,Kras-Ctrl
Tumor_42,Malignant 3 enriched,0.0,1162,0.0,Kras-Ctrl
Tumor_42,Lung parenchyma,14.0,1162,0.012048192771084338,Kras-Ctrl
Tumor_42,Pleura,0.0,1162,0.0,Kras-Ctrl
Tumor_36,Malignant 2 (AT2-like) enriched,1130.0,2287,0.4940970703979012,Kras-Ctrl
Tumor_36,Malignant 1 enriched,0.0,2287,0.0,Kras-Ctrl
Tumor_36,Malignant 1/2 co-enriched,0.0,2287,0.0,Kras-Ctrl
Tumor_36,Large airway,1.0,2287,0.00043725404459991256,Kras-Ctrl
Tumor_36,Plasma/B/T co-enriched,1111.0,2287,0.48578924355050285,Kras-Ctrl
Tumor_36,Lymphatic endothelial enriched,22.0,2287,0.009619588981198076,Kras-Ctrl
Tumor_36,Malignant 3 enriched,0.0,2287,0.0,Kras-Ctrl
Tumor_36,Lung parenchyma,23.0,2287,0.010056843025797988,Kras-Ctrl
Tumor_36,Pleura,0.0,2287,0.0,Kras-Ctrl
Tumor_44,Malignant 2 (AT2-like) enriched,451.0,600,0.7516666666666667,Kras-Ctrl
Tumor_44,Malignant 1 enriched,0.0,600,0.0,Kras-Ctrl
Tumor_44,Malignant 1/2 co-enriched,0.0,600,0.0,Kras-Ctrl
Tumor_44,Large airway,0.0,600,0.0,Kras-Ctrl
Tumor_44,Plasma/B/T co-enriched,125.0,600,0.20833333333333334,Kras-Ctrl
Tumor_44,Lymphatic endothelial enriched,16.0,600,0.02666666666666667,Kras-Ctrl
Tumor_44,Malignant 3 enriched,0.0,600,0.0,Kras-Ctrl
Tumor_44,Lung parenchyma,8.0,600,0.013333333333333334,Kras-Ctrl
Tumor_44,Pleura,0.0,600,0.0,Kras-Ctrl
Tumor_46,Malignant 2 (AT2-like) enriched,2248.0,2622,0.8573607932875668,Kras-Ctrl
Tumor_46,Malignant 1 enriched,0.0,2622,0.0,Kras-Ctrl
Tumor_46,Malignant 1/2 co-enriched,0.0,2622,0.0,Kras-Ctrl
Tumor_46,Large airway,0.0,2622,0.0,Kras-Ctrl
Tumor_46,Plasma/B/T co-enriched,327.0,2622,0.12471395881006865,Kras-Ctrl
Tumor_46,Lymphatic endothelial enriched,12.0,2622,0.004576659038901602,Kras-Ctrl
Tumor_46,Malignant 3 enriched,0.0,2622,0.0,Kras-Ctrl
Tumor_46,Lung parenchyma,35.0,2622,0.013348588863463006,Kras-Ctrl
Tumor_46,Pleura,0.0,2622,0.0,Kras-Ctrl
Tumor_47,Malignant 2 (AT2-like) enriched,1840.0,1978,0.9302325581395349,Kras-Ctrl
Tumor_47,Malignant 1 enriched,0.0,1978,0.0,Kras-Ctrl
Tumor_47,Malignant 1/2 co-enriched,0.0,1978,0.0,Kras-Ctrl
Tumor_47,Large airway,0.0,1978,0.0,Kras-Ctrl
Tumor_47,Plasma/B/T co-enriched,54.0,1978,0.027300303336703743,Kras-Ctrl
Tumor_47,Lymphatic endothelial enriched,16.0,1978,0.008088978766430738,Kras-Ctrl
Tumor_47,Malignant 3 enriched,0.0,1978,0.0,Kras-Ctrl
Tumor_47,Lung parenchyma,68.0,1978,0.034378159757330634,Kras-Ctrl
Tumor_47,Pleura,0.0,1978,0.0,Kras-Ctrl
Tumor_50,Malignant 2 (AT2-like) enriched,3137.0,3243,0.9673142152328091,Kras-Ctrl
Tumor_50,Malignant 1 enriched,0.0,3243,0.0,Kras-Ctrl
Tumor_50,Malignant 1/2 co-enriched,0.0,3243,0.0,Kras-Ctrl
Tumor_50,Large airway,0.0,3243,0.0,Kras-Ctrl
Tumor_50,Plasma/B/T co-enriched,47.0,3243,0.014492753623188406,Kras-Ctrl
Tumor_50,Lymphatic endothelial enriched,16.0,3243,0.004933703361085414,Kras-Ctrl
Tumor_50,Malignant 3 enriched,0.0,3243,0.0,Kras-Ctrl
Tumor_50,Lung parenchyma,43.0,3243,0.013259327782917052,Kras-Ctrl
Tumor_50,Pleura,0.0,3243,0.0,Kras-Ctrl
Tumor_39,Malignant 2 (AT2-like) enriched,2115.0,3093,0.6838021338506305,Kras-Ctrl
Tumor_39,Malignant 1 enriched,0.0,3093,0.0,Kras-Ctrl
Tumor_39,Malignant 1/2 co-enriched,0.0,3093,0.0,Kras-Ctrl
Tumor_39,Large airway,0.0,3093,0.0,Kras-Ctrl
Tumor_39,Plasma/B/T co-enriched,932.0,3093,0.30132557387649533,Kras-Ctrl
Tumor_39,Lymphatic endothelial enriched,7.0,3093,0.0022631749110895573,Kras-Ctrl
Tumor_39,Malignant 3 enriched,0.0,3093,0.0,Kras-Ctrl
Tumor_39,Lung parenchyma,39.0,3093,0.012609117361784675,Kras-Ctrl
Tumor_39,Pleura,0.0,3093,0.0,Kras-Ctrl
Tumor_30,Malignant 2 (AT2-like) enriched,1354.0,1624,0.833743842364532,Kras-Ctrl
Tumor_30,Malignant 1 enriched,0.0,1624,0.0,Kras-Ctrl
Tumor_30,Malignant 1/2 co-enriched,0.0,1624,0.0,Kras-Ctrl
Tumor_30,Large airway,0.0,1624,0.0,Kras-Ctrl
Tumor_30,Plasma/B/T co-enriched,181.0,1624,0.11145320197044335,Kras-Ctrl
Tumor_30,Lymphatic endothelial enriched,11.0,1624,0.0067733990147783255,Kras-Ctrl
Tumor_30,Malignant 3 enriched,0.0,1624,0.0,Kras-Ctrl
Tumor_30,Lung parenchyma,78.0,1624,0.0480295566502463,Kras-Ctrl
Tumor_30,Pleura,0.0,1624,0.0,Kras-Ctrl
Tumor_26,Malignant 2 (AT2-like) enriched,433.0,499,0.8677354709418837,Kras-Ctrl
Tumor_26,Malignant 1 enriched,0.0,499,0.0,Kras-Ctrl
Tumor_26,Malignant 1/2 co-enriched,0.0,499,0.0,Kras-Ctrl
Tumor_26,Large airway,0.0,499,0.0,Kras-Ctrl
Tumor_26,Plasma/B/T co-enriched,0.0,499,0.0,Kras-Ctrl
Tumor_26,Lymphatic endothelial enriched,3.0,499,0.006012024048096192,Kras-Ctrl
Tumor_26,Malignant 3 enriched,0.0,499,0.0,Kras-Ctrl
Tumor_26,Lung parenchyma,63.0,499,0.12625250501002003,Kras-Ctrl
Tumor_26,Pleura,0.0,499,0.0,Kras-Ctrl
Tumor_53,Malignant 2 (AT2-like) enriched,30.0,44,0.6818181818181818,Kras-Ctrl
Tumor_53,Malignant 1 enriched,0.0,44,0.0,Kras-Ctrl
Tumor_53,Malignant 1/2 co-enriched,0.0,44,0.0,Kras-Ctrl
Tumor_53,Large airway,0.0,44,0.0,Kras-Ctrl
Tumor_53,Plasma/B/T co-enriched,0.0,44,0.0,Kras-Ctrl
Tumor_53,Lymphatic endothelial enriched,13.0,44,0.29545454545454547,Kras-Ctrl
Tumor_53,Malignant 3 enriched,0.0,44,0.0,Kras-Ctrl
Tumor_53,Lung parenchyma,1.0,44,0.022727272727272728,Kras-Ctrl
Tumor_53,Pleura,0.0,44,0.0,Kras-Ctrl
Tumor_31,Malignant 2 (AT2-like) enriched,2836.0,3379,0.8393015685113939,Kras-Ctrl
Tumor_31,Malignant 1 enriched,0.0,3379,0.0,Kras-Ctrl
Tumor_31,Malignant 1/2 co-enriched,0.0,3379,0.0,Kras-Ctrl
Tumor_31,Large airway,0.0,3379,0.0,Kras-Ctrl
Tumor_31,Plasma/B/T co-enriched,442.0,3379,0.13080793134063332,Kras-Ctrl
Tumor_31,Lymphatic endothelial enriched,24.0,3379,0.007102693104468778,Kras-Ctrl
Tumor_31,Malignant 3 enriched,0.0,3379,0.0,Kras-Ctrl
Tumor_31,Lung parenchyma,77.0,3379,0.022787807043503996,Kras-Ctrl
Tumor_31,Pleura,0.0,3379,0.0,Kras-Ctrl
Tumor_35,Malignant 2 (AT2-like) enriched,877.0,1237,0.7089733225545675,Kras-Ctrl
Tumor_35,Malignant 1 enriched,0.0,1237,0.0,Kras-Ctrl
Tumor_35,Malignant 1/2 co-enriched,0.0,1237,0.0,Kras-Ctrl
Tumor_35,Large airway,0.0,1237,0.0,Kras-Ctrl
Tumor_35,Plasma/B/T co-enriched,318.0,1237,0.2570735650767987,Kras-Ctrl
Tumor_35,Lymphatic endothelial enriched,15.0,1237,0.012126111560226353,Kras-Ctrl
Tumor_35,Malignant 3 enriched,0.0,1237,0.0,Kras-Ctrl
Tumor_35,Lung parenchyma,27.0,1237,0.021827000808407437,Kras-Ctrl
Tumor_35,Pleura,0.0,1237,0.0,Kras-Ctrl
Tumor_41,Malignant 2 (AT2-like) enriched,6.0,28,0.21428571428571427,Kras-Ctrl
Tumor_41,Malignant 1 enriched,0.0,28,0.0,Kras-Ctrl
Tumor_41,Malignant 1/2 co-enriched,0.0,28,0.0,Kras-Ctrl
Tumor_41,Large airway,0.0,28,0.0,Kras-Ctrl
Tumor_41,Plasma/B/T co-enriched,0.0,28,0.0,Kras-Ctrl
Tumor_41,Lymphatic endothelial enriched,1.0,28,0.03571428571428571,Kras-Ctrl
Tumor_41,Malignant 3 enriched,0.0,28,0.0,Kras-Ctrl
Tumor_41,Lung parenchyma,21.0,28,0.75,Kras-Ctrl
Tumor_41,Pleura,0.0,28,0.0,Kras-Ctrl
Tumor_43,Malignant 2 (AT2-like) enriched,3949.0,4335,0.9109573241061131,Kras-Ctrl
Tumor_43,Malignant 1 enriched,0.0,4335,0.0,Kras-Ctrl
Tumor_43,Malignant 1/2 co-enriched,0.0,4335,0.0,Kras-Ctrl
Tumor_43,Large airway,10.0,4335,0.002306805074971165,Kras-Ctrl
Tumor_43,Plasma/B/T co-enriched,300.0,4335,0.06920415224913495,Kras-Ctrl
Tumor_43,Lymphatic endothelial enriched,37.0,4335,0.00853517877739331,Kras-Ctrl
Tumor_43,Malignant 3 enriched,0.0,4335,0.0,Kras-Ctrl
Tumor_43,Lung parenchyma,39.0,4335,0.008996539792387544,Kras-Ctrl
Tumor_43,Pleura,0.0,4335,0.0,Kras-Ctrl
Tumor_33,Malignant 2 (AT2-like) enriched,728.0,1512,0.48148148148148145,Kras-Ctrl
Tumor_33,Malignant 1 enriched,0.0,1512,0.0,Kras-Ctrl
Tumor_33,Malignant 1/2 co-enriched,0.0,1512,0.0,Kras-Ctrl
Tumor_33,Large airway,0.0,1512,0.0,Kras-Ctrl
Tumor_33,Plasma/B/T co-enriched,729.0,1512,0.48214285714285715,Kras-Ctrl
Tumor_33,Lymphatic endothelial enriched,32.0,1512,0.021164021164021163,Kras-Ctrl
Tumor_33,Malignant 3 enriched,0.0,1512,0.0,Kras-Ctrl
Tumor_33,Lung parenchyma,23.0,1512,0.01521164021164021,Kras-Ctrl
Tumor_33,Pleura,0.0,1512,0.0,Kras-Ctrl
Tumor_48,Malignant 2 (AT2-like) enriched,82.0,168,0.4880952380952381,Kras-Ctrl
Tumor_48,Malignant 1 enriched,0.0,168,0.0,Kras-Ctrl
Tumor_48,Malignant 1/2 co-enriched,0.0,168,0.0,Kras-Ctrl
Tumor_48,Large airway,12.0,168,0.07142857142857142,Kras-Ctrl
Tumor_48,Plasma/B/T co-enriched,55.0,168,0.3273809523809524,Kras-Ctrl
Tumor_48,Lymphatic endothelial enriched,1.0,168,0.005952380952380952,Kras-Ctrl
Tumor_48,Malignant 3 enriched,0.0,168,0.0,Kras-Ctrl
Tumor_48,Lung parenchyma,18.0,168,0.10714285714285714,Kras-Ctrl
Tumor_48,Pleura,0.0,168,0.0,Kras-Ctrl
Tumor_49,Malignant 2 (AT2-like) enriched,259.0,372,0.696236559139785,Kras-Ctrl
Tumor_49,Malignant 1 enriched,0.0,372,0.0,Kras-Ctrl
Tumor_49,Malignant 1/2 co-enriched,0.0,372,0.0,Kras-Ctrl
Tumor_49,Large airway,2.0,372,0.005376344086021506,Kras-Ctrl
Tumor_49,Plasma/B/T co-enriched,62.0,372,0.16666666666666666,Kras-Ctrl
Tumor_49,Lymphatic endothelial enriched,14.0,372,0.03763440860215054,Kras-Ctrl
Tumor_49,Malignant 3 enriched,0.0,372,0.0,Kras-Ctrl
Tumor_49,Lung parenchyma,35.0,372,0.09408602150537634,Kras-Ctrl
Tumor_49,Pleura,0.0,372,0.0,Kras-Ctrl
Tumor_52,Malignant 2 (AT2-like) enriched,1681.0,1762,0.9540295119182747,Kras-Ctrl
Tumor_52,Malignant 1 enriched,0.0,1762,0.0,Kras-Ctrl
Tumor_52,Malignant 1/2 co-enriched,0.0,1762,0.0,Kras-Ctrl
Tumor_52,Large airway,0.0,1762,0.0,Kras-Ctrl
Tumor_52,Plasma/B/T co-enriched,9.0,1762,0.00510783200908059,Kras-Ctrl
Tumor_52,Lymphatic endothelial enriched,4.0,1762,0.0022701475595913734,Kras-Ctrl
Tumor_52,Malignant 3 enriched,0.0,1762,0.0,Kras-Ctrl
Tumor_52,Lung parenchyma,68.0,1762,0.03859250851305335,Kras-Ctrl
Tumor_52,Pleura,0.0,1762,0.0,Kras-Ctrl
Tumor_45,Malignant 2 (AT2-like) enriched,1019.0,1306,0.7802450229709035,Kras-Ctrl
Tumor_45,Malignant 1 enriched,0.0,1306,0.0,Kras-Ctrl
Tumor_45,Malignant 1/2 co-enriched,0.0,1306,0.0,Kras-Ctrl
Tumor_45,Large airway,0.0,1306,0.0,Kras-Ctrl
Tumor_45,Plasma/B/T co-enriched,202.0,1306,0.1546707503828484,Kras-Ctrl
Tumor_45,Lymphatic endothelial enriched,30.0,1306,0.022970903522205207,Kras-Ctrl
Tumor_45,Malignant 3 enriched,0.0,1306,0.0,Kras-Ctrl
Tumor_45,Lung parenchyma,55.0,1306,0.04211332312404288,Kras-Ctrl
Tumor_45,Pleura,0.0,1306,0.0,Kras-Ctrl
Tumor_51,Malignant 2 (AT2-like) enriched,1150.0,1309,0.878533231474408,Kras-Ctrl
Tumor_51,Malignant 1 enriched,0.0,1309,0.0,Kras-Ctrl
Tumor_51,Malignant 1/2 co-enriched,0.0,1309,0.0,Kras-Ctrl
Tumor_51,Large airway,0.0,1309,0.0,Kras-Ctrl
Tumor_51,Plasma/B/T co-enriched,130.0,1309,0.09931245225362872,Kras-Ctrl
Tumor_51,Lymphatic endothelial enriched,12.0,1309,0.009167303284950344,Kras-Ctrl
Tumor_51,Malignant 3 enriched,0.0,1309,0.0,Kras-Ctrl
Tumor_51,Lung parenchyma,17.0,1309,0.012987012987012988,Kras-Ctrl
Tumor_51,Pleura,0.0,1309,0.0,Kras-Ctrl
Tumor_54,Malignant 2 (AT2-like) enriched,100.0,124,0.8064516129032258,Kras-Ctrl
Tumor_54,Malignant 1 enriched,0.0,124,0.0,Kras-Ctrl
Tumor_54,Malignant 1/2 co-enriched,0.0,124,0.0,Kras-Ctrl
Tumor_54,Large airway,0.0,124,0.0,Kras-Ctrl
Tumor_54,Plasma/B/T co-enriched,0.0,124,0.0,Kras-Ctrl
Tumor_54,Lymphatic endothelial enriched,6.0,124,0.04838709677419355,Kras-Ctrl
Tumor_54,Malignant 3 enriched,0.0,124,0.0,Kras-Ctrl
Tumor_54,Lung parenchyma,18.0,124,0.14516129032258066,Kras-Ctrl
Tumor_54,Pleura,0.0,124,0.0,Kras-Ctrl
Tumor_29,Malignant 2 (AT2-like) enriched,2139.0,2370,0.9025316455696203,Kras-Ctrl
Tumor_29,Malignant 1 enriched,0.0,2370,0.0,Kras-Ctrl
Tumor_29,Malignant 1/2 co-enriched,0.0,2370,0.0,Kras-Ctrl
Tumor_29,Large airway,2.0,2370,0.0008438818565400844,Kras-Ctrl
Tumor_29,Plasma/B/T co-enriched,162.0,2370,0.06835443037974684,Kras-Ctrl
Tumor_29,Lymphatic endothelial enriched,23.0,2370,0.009704641350210971,Kras-Ctrl
Tumor_29,Malignant 3 enriched,0.0,2370,0.0,Kras-Ctrl
Tumor_29,Lung parenchyma,44.0,2370,0.018565400843881856,Kras-Ctrl
Tumor_29,Pleura,0.0,2370,0.0,Kras-Ctrl
Tumor_32,Malignant 2 (AT2-like) enriched,480.0,585,0.8205128205128205,Kras-Ctrl
Tumor_32,Malignant 1 enriched,0.0,585,0.0,Kras-Ctrl
Tumor_32,Malignant 1/2 co-enriched,0.0,585,0.0,Kras-Ctrl
Tumor_32,Large airway,0.0,585,0.0,Kras-Ctrl
Tumor_32,Plasma/B/T co-enriched,66.0,585,0.11282051282051282,Kras-Ctrl
Tumor_32,Lymphatic endothelial enriched,18.0,585,0.03076923076923077,Kras-Ctrl
Tumor_32,Malignant 3 enriched,0.0,585,0.0,Kras-Ctrl
Tumor_32,Lung parenchyma,16.0,585,0.02735042735042735,Kras-Ctrl
Tumor_32,Pleura,5.0,585,0.008547008547008548,Kras-Ctrl
Tumor_25,Malignant 2 (AT2-like) enriched,77.0,102,0.7549019607843137,Kras-Ctrl
Tumor_25,Malignant 1 enriched,0.0,102,0.0,Kras-Ctrl
Tumor_25,Malignant 1/2 co-enriched,0.0,102,0.0,Kras-Ctrl
Tumor_25,Large airway,0.0,102,0.0,Kras-Ctrl
Tumor_25,Plasma/B/T co-enriched,9.0,102,0.08823529411764706,Kras-Ctrl
Tumor_25,Lymphatic endothelial enriched,2.0,102,0.0196078431372549,Kras-Ctrl
Tumor_25,Malignant 3 enriched,0.0,102,0.0,Kras-Ctrl
Tumor_25,Lung parenchyma,14.0,102,0.13725490196078433,Kras-Ctrl
Tumor_25,Pleura,0.0,102,0.0,Kras-Ctrl
Tumor_23,Malignant 2 (AT2-like) enriched,111.0,195,0.5692307692307692,Kras-Ctrl
Tumor_23,Malignant 1 enriched,0.0,195,0.0,Kras-Ctrl
Tumor_23,Malignant 1/2 co-enriched,0.0,195,0.0,Kras-Ctrl
Tumor_23,Large airway,0.0,195,0.0,Kras-Ctrl
Tumor_23,Plasma/B/T co-enriched,65.0,195,0.3333333333333333,Kras-Ctrl
Tumor_23,Lymphatic endothelial enriched,10.0,195,0.05128205128205128,Kras-Ctrl
Tumor_23,Malignant 3 enriched,0.0,195,0.0,Kras-Ctrl
Tumor_23,Lung parenchyma,9.0,195,0.046153846153846156,Kras-Ctrl
Tumor_23,Pleura,0.0,195,0.0,Kras-Ctrl
Tumor_37,Malignant 2 (AT2-like) enriched,835.0,1027,0.813047711781889,Kras-Ctrl
Tumor_37,Malignant 1 enriched,0.0,1027,0.0,Kras-Ctrl
Tumor_37,Malignant 1/2 co-enriched,0.0,1027,0.0,Kras-Ctrl
Tumor_37,Large airway,0.0,1027,0.0,Kras-Ctrl
Tumor_37,Plasma/B/T co-enriched,106.0,1027,0.10321324245374879,Kras-Ctrl
Tumor_37,Lymphatic endothelial enriched,39.0,1027,0.0379746835443038,Kras-Ctrl
Tumor_37,Malignant 3 enriched,0.0,1027,0.0,Kras-Ctrl
Tumor_37,Lung parenchyma,47.0,1027,0.045764362220058426,Kras-Ctrl
Tumor_37,Pleura,0.0,1027,0.0,Kras-Ctrl
Tumor_34,Malignant 2 (AT2-like) enriched,787.0,835,0.9425149700598803,Kras-Ctrl
Tumor_34,Malignant 1 enriched,0.0,835,0.0,Kras-Ctrl
